Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSG00000132640	BTBD3	ENSMMUG00000037665	BTBD3	ortholog_one2one
ENSG00000017797	RALBP1	ENSMMUG00000058728	RALBP1	ortholog_one2one
ENSG00000275004	ZNF280B	ENSMMUG00000008017	ZNF280B	ortholog_one2one
ENSG00000188811	NHLRC3	ENSMMUG00000002113	NHLRC3	ortholog_one2one
ENSG00000128218	VPREB3	ENSMMUG00000053622	VPREB3	ortholog_one2one
ENSG00000100077	GRK3	ENSMMUG00000023790	GRK3	ortholog_one2one
ENSG00000125816	NKX2-4	ENSMMUG00000011409	NKX2-4	ortholog_one2one
ENSG00000167315	ACAA2	ENSMMUG00000003040	ACAA2	ortholog_one2one
ENSG00000089063	TMEM230	ENSMMUG00000013258	TMEM230	ortholog_one2one
ENSG00000102837	OLFM4	ENSMMUG00000002657	OLFM4	ortholog_one2one
ENSG00000065150	IPO5	ENSMMUG00000013531	IPO5	ortholog_one2one
ENSG00000100325	ASCC2	ENSMMUG00000001675	ASCC2	ortholog_one2one
ENSG00000141380	SS18	ENSMMUG00000018059	SS18	ortholog_one2one
ENSG00000125851	PCSK2	ENSMMUG00000014626	PCSK2	ortholog_one2one
ENSG00000132639	SNAP25	ENSMMUG00000011064	SNAP25	ortholog_one2one
ENSG00000184571	PIWIL3	ENSMMUG00000020325	PIWIL3	ortholog_one2one
ENSG00000088876	ZNF343	ENSMMUG00000010054	ZNF343	ortholog_one2many
ENSG00000185666	SYN3	ENSMMUG00000006732	SYN3	ortholog_one2one
ENSG00000125815	CST8	ENSMMUG00000016489	CST8	ortholog_one2one
ENSG00000101230	ISM1	ENSMMUG00000015939	ISM1	ortholog_one2one
ENSG00000125844	RRBP1	ENSMMUG00000013787	RRBP1	ortholog_one2one
ENSG00000139734	DIAPH3	ENSMMUG00000013780	DIAPH3	ortholog_one2one
ENSG00000211672	IGLV4-3	ENSMMUG00000053432	IGLV4-3	ortholog_one2one
ENSG00000211664	IGLV2-18	ENSMMUG00000054220		ortholog_one2one
ENSG00000221963	APOL6	ENSMMUG00000001050	APOL6	ortholog_one2one
ENSG00000099985	OSM	ENSMMUG00000005545	OSM	ortholog_one2one
ENSG00000185721	DRG1	ENSMMUG00000019099	DRG1	ortholog_one2one
ENSG00000101745	ANKRD12	ENSMMUG00000049523	ANKRD12	ortholog_one2one
ENSG00000128283	CDC42EP1	ENSMMUG00000002868	CDC42EP1	ortholog_one2one
ENSG00000100997	ABHD12	ENSMMUG00000009201	ABHD12	ortholog_one2one
ENSG00000100101		ENSMMUG00000056629	NOL12	ortholog_one2many
ENSG00000134278	SPIRE1	ENSMMUG00000061977	SPIRE1	ortholog_one2one
ENSG00000100219	XBP1	ENSMMUG00000007215	XBP1	ortholog_one2one
ENSG00000176635	HORMAD2	ENSMMUG00000004713	HORMAD2	ortholog_one2one
ENSG00000125848	FLRT3	ENSMMUG00000002916	FLRT3	ortholog_one2one
ENSG00000170367	CST5	ENSMMUG00000059092	CST5	ortholog_one2one
ENSG00000100225	FBXO7	ENSMMUG00000006728	FBXO7	ortholog_one2one
ENSG00000180424	DEFB123	ENSMMUG00000046141	DEFB123	ortholog_one2one
ENSG00000118946	PCDH17	ENSMMUG00000022272	PCDH17	ortholog_one2one
ENSG00000089091	DZANK1	ENSMMUG00000004139	DZANK1	ortholog_one2one
ENSG00000136160	EDNRB	ENSMMUG00000005131	EDNRB	ortholog_one2one
ENSG00000100365	NCF4	ENSMMUG00000008160	NCF4	ortholog_one2one
ENSG00000152484	USP12	ENSMMUG00000021425	USP12	ortholog_one2one
ENSG00000136153	LMO7	ENSMMUG00000001312	LMO7	ortholog_one2one
ENSG00000089195	TRMT6	ENSMMUG00000013728	TRMT6	ortholog_one2one
ENSG00000152242	C18orf25	ENSMMUG00000011473	C18H18orf25	ortholog_one2one
ENSG00000187792	ZNF70	ENSMMUG00000037559	ZNF70	ortholog_one2one
ENSG00000101463	SYNDIG1	ENSMMUG00000015852	SYNDIG1	ortholog_one2one
ENSG00000101323	HAO1	ENSMMUG00000009192	HAO1	ortholog_one2one
ENSG00000198089	SFI1	ENSMMUG00000002181	SFI1	ortholog_one2one
ENSG00000125831	CST11	ENSMMUG00000022393	CST11	ortholog_one2one
ENSG00000088930	XRN2	ENSMMUG00000011405	XRN2	ortholog_one2one
ENSG00000154839	SKA1	ENSMMUG00000000719	SKA1	ortholog_one2one
ENSG00000125772	GPCPD1	ENSMMUG00000001809	GPCPD1	ortholog_one2one
ENSG00000152223	EPG5	ENSMMUG00000003562	EPG5	ortholog_one2one
ENSG00000286022		ENSMMUG00000007819	TGM3	ortholog_one2many
ENSG00000125870	SNRPB2	ENSMMUG00000061754	SNRPB2	ortholog_one2one
ENSG00000131068	DEFB118	ENSMMUG00000063307	DEFB118	ortholog_one2one
ENSG00000152234	ATP5F1A	ENSMMUG00000003570	ATP5F1A	ortholog_one2one
ENSG00000125810	CD93	ENSMMUG00000016813	CD93	ortholog_one2one
ENSG00000101003	GINS1	ENSMMUG00000002397	GINS1	ortholog_one2one
ENSG00000077984	CST7	ENSMMUG00000005757	CST7	ortholog_one2one
ENSG00000159261	CLDN14	ENSMMUG00000000488	CLDN14	ortholog_one2one
ENSG00000101474	APMAP	ENSMMUG00000061222	APMAP	ortholog_one2one
ENSG00000157542	KCNJ6	ENSMMUG00000018136	KCNJ6	ortholog_one2one
ENSG00000211663	IGLV3-19	ENSMMUG00000063007		ortholog_one2many
ENSG00000211663	IGLV3-19	ENSMMUG00000060621		ortholog_one2many
ENSG00000100346	CACNA1I	ENSMMUG00000004878	CACNA1I	ortholog_one2one
ENSG00000125864	BFSP1	ENSMMUG00000014632	BFSP1	ortholog_one2one
ENSG00000241837	ATP5PO	ENSMMUG00000013925		ortholog_one2one
ENSG00000101639	CEP192	ENSMMUG00000064902	CEP192	ortholog_one2one
ENSG00000120688	WBP4	ENSMMUG00000007881	WBP4	ortholog_one2one
ENSG00000180440	SERTM1	ENSMMUG00000057607	SERTM1	ortholog_one2one
ENSG00000132964	CDK8	ENSMMUG00000014841	CDK8	ortholog_one2one
ENSG00000206107	KRTAP27-1	ENSMMUG00000050022	KRTAP27-1	ortholog_one2one
ENSG00000154645	CHODL	ENSMMUG00000021858	CHODL	ortholog_one2one
ENSG00000149435	GGTLC1	ENSMMUG00000020999		ortholog_one2many
ENSG00000182362	YBEY	ENSMMUG00000012911	YBEY	ortholog_one2one
ENSG00000125285	SOX21	ENSMMUG00000046362	SOX21	ortholog_one2one
ENSG00000139514	SLC7A1	ENSMMUG00000008661	SLC7A1	ortholog_one2one
ENSG00000088320	REM1	ENSMMUG00000058583	REM1	ortholog_one2one
ENSG00000157538	VPS26C	ENSMMUG00000006962	VPS26C	ortholog_one2one
ENSG00000170369	CST2	ENSMMUG00000063629		ortholog_many2many
ENSG00000170369	CST2	ENSMMUG00000046980		ortholog_many2many
ENSG00000088386	SLC15A1	ENSMMUG00000001402	SLC15A1	ortholog_one2one
ENSG00000125868	DSTN	ENSMMUG00000013786	DSTN	ortholog_one2one
ENSG00000132664	POLR3F	ENSMMUG00000004143	POLR3F	ortholog_one2one
ENSG00000279493		ENSMMUG00000010648		ortholog_one2many
ENSG00000128322	IGLL1	ENSMMUG00000064910		ortholog_one2many
ENSG00000128322	IGLL1	ENSMMUG00000007341		ortholog_one2many
ENSG00000078898	BPIFB2	ENSMMUG00000053133	BPIFB2	ortholog_one2one
ENSG00000100354	TNRC6B	ENSMMUG00000021345	TNRC6B	ortholog_one2one
ENSG00000160307	S100B	ENSMMUG00000063077	S100B	ortholog_one2one
ENSG00000125834	STK35	ENSMMUG00000004305	STK35	ortholog_one2one
ENSG00000160294	MCM3AP	ENSMMUG00000022331	MCM3AP	ortholog_one2one
ENSG00000125872	LRRN4	ENSMMUG00000064554	LRRN4	ortholog_one2one
ENSG00000125246	CLYBL	ENSMMUG00000003558	CLYBL	ortholog_one2one
ENSG00000215397	SCRT2	ENSMMUG00000049433	SCRT2	ortholog_one2one
ENSG00000188559	RALGAPA2	ENSMMUG00000018371	RALGAPA2	ortholog_one2one
ENSG00000100302	RASD2	ENSMMUG00000061659	RASD2	ortholog_one2one
ENSG00000102471	NDFIP2	ENSMMUG00000051533	NDFIP2	ortholog_one2one
ENSG00000211679	IGLC3	ENSMMUG00000014641		ortholog_many2many
ENSG00000211679	IGLC3	ENSMMUG00000020092		ortholog_many2many
ENSG00000211679	IGLC3	ENSMMUG00000044861		ortholog_many2many
ENSG00000100100	PIK3IP1	ENSMMUG00000019661	PIK3IP1	ortholog_one2one
ENSG00000211675	IGLC1	ENSMMUG00000014641		ortholog_many2many
ENSG00000211675	IGLC1	ENSMMUG00000020092		ortholog_many2many
ENSG00000211675	IGLC1	ENSMMUG00000044861		ortholog_many2many
ENSG00000150907	FOXO1	ENSMMUG00000030780	FOXO1	ortholog_one2one
ENSG00000128313	APOL5	ENSMMUG00000048463	APOL5	ortholog_one2one
ENSG00000100036	SLC35E4	ENSMMUG00000019804	SLC35E4	ortholog_one2one
ENSG00000198646	NCOA6	ENSMMUG00000010715	NCOA6	ortholog_one2one
ENSG00000136152	COG3	ENSMMUG00000018409	COG3	ortholog_one2one
ENSG00000175329	ISX	ENSMMUG00000061326	ISX	ortholog_one2one
ENSG00000156273	BACH1	ENSMMUG00000011095	BACH1	ortholog_one2one
ENSG00000141425	RPRD1A	ENSMMUG00000018777	RPRD1A	ortholog_one2one
ENSG00000184381	PLA2G6	ENSMMUG00000002701	PLA2G6	ortholog_one2one
ENSG00000160310	PRMT2	ENSMMUG00000015803	PRMT2	ortholog_one2one
ENSG00000136141	LRCH1	ENSMMUG00000016293	LRCH1	ortholog_one2one
ENSG00000152214	RIT2	ENSMMUG00000038452	RIT2	ortholog_one2one
ENSG00000286235		ENSMMUG00000013740	MCM8	ortholog_one2one
ENSG00000088782	DEFB127	ENSMMUG00000050398	DEFB127	ortholog_one2one
ENSG00000178726	THBD	ENSMMUG00000016814	THBD	ortholog_one2one
ENSG00000101350	KIF3B	ENSMMUG00000012897	KIF3B	ortholog_one2one
ENSG00000101624	CEP76	ENSMMUG00000056586	CEP76	ortholog_one2one
ENSG00000152749	GPR180	ENSMMUG00000013059	GPR180	ortholog_one2one
ENSG00000172296	SPTLC3	ENSMMUG00000000089	SPTLC3	ortholog_one2one
ENSG00000139496	NUP58	ENSMMUG00000018420	NUP58	ortholog_one2one
ENSG00000174448	STARD6	ENSMMUG00000010913	STARD6	ortholog_one2one
ENSG00000198183	BPIFA1	ENSMMUG00000008925	BPIFA1	ortholog_one2one
ENSG00000100294	MCAT	ENSMMUG00000004740	MCAT	ortholog_one2one
ENSG00000132872	SYT4	ENSMMUG00000017016	SYT4	ortholog_one2one
ENSG00000102543	CDADC1	ENSMMUG00000013470	CDADC1	ortholog_one2one
ENSG00000182541	LIMK2	ENSMMUG00000015001	LIMK2	ortholog_one2one
ENSG00000134489	HRH4	ENSMMUG00000015065	HRH4	ortholog_one2one
ENSG00000101773	RBBP8	ENSMMUG00000012715	RBBP8	ortholog_one2one
ENSG00000125257	ABCC4	ENSMMUG00000021807	ABCC4	ortholog_one2one
ENSG00000182816	KRTAP13-2	ENSMMUG00000061111		ortholog_many2many
ENSG00000182816	KRTAP13-2	ENSMMUG00000014971		ortholog_many2many
ENSG00000131069	ACSS2	ENSMMUG00000017932	ACSS2	ortholog_one2one
ENSG00000100170	SLC5A1	ENSMMUG00000013626	SLC5A1	ortholog_one2one
ENSG00000182670	TTC3	ENSMMUG00000017505	TTC3	ortholog_one2one
ENSG00000185022	MAFF	ENSMMUG00000045506	MAFF	ortholog_one2one
ENSG00000211658	IGLV3-27	ENSMMUG00000053291	IGLV3-27	ortholog_one2one
ENSG00000176177	ENTHD1	ENSMMUG00000004879	ENTHD1	ortholog_one2one
ENSG00000168234	TTC39C	ENSMMUG00000004343	TTC39C	ortholog_one2one
ENSG00000169184	MN1	ENSMMUG00000056942	MN1	ortholog_one2one
ENSG00000283900	TPTEP2-CSNK1E	ENSMMUG00000010122	CSNK1E	ortholog_one2many
ENSG00000100353	EIF3D	ENSMMUG00000012754	EIF3D	ortholog_one2one
ENSG00000187323	DCC	ENSMMUG00000013999	DCC	ortholog_one2one
ENSG00000141639	MAPK4	ENSMMUG00000017290	MAPK4	ortholog_one2one
ENSG00000083520	DIS3	ENSMMUG00000000787	DIS3	ortholog_one2one
ENSG00000197046	SIGLEC15	ENSMMUG00000003561	SIGLEC15	ortholog_one2one
ENSG00000215547	DEFB115	ENSMMUG00000038849	DEFB115	ortholog_one2one
ENSG00000141622	RNF165	ENSMMUG00000017243	RNF165	ortholog_one2one
ENSG00000134042	MRO	ENSMMUG00000022472	MRO	ortholog_one2one
ENSG00000277666		ENSMMUG00000010755	CXADR	ortholog_one2many
ENSG00000275249		ENSMMUG00000005704	OR4M1	ortholog_one2many
ENSG00000274792		ENSMMUG00000058348	OR4N4	ortholog_one2many
ENSG00000276760		ENSMMUG00000041125		ortholog_many2many
ENSG00000276760		ENSMMUG00000051740		ortholog_many2many
ENSG00000276760		ENSMMUG00000055704		ortholog_many2many
ENSG00000276760		ENSMMUG00000059510		ortholog_many2many
ENSG00000276760		ENSMMUG00000064689		ortholog_many2many
ENSG00000128342	LIF	ENSMMUG00000048630	LIF	ortholog_one2one
ENSG00000100055	CYTH4	ENSMMUG00000018855	CYTH4	ortholog_one2one
ENSG00000277927	U6	ENSMMUG00000059311	U6	ortholog_many2many
ENSG00000277927	U6	ENSMMUG00000055974	U6	ortholog_many2many
ENSG00000277927	U6	ENSMMUG00000055824	U6	ortholog_many2many
ENSG00000277927	U6	ENSMMUG00000054230	U6	ortholog_many2many
ENSG00000133103	COG6	ENSMMUG00000004486	COG6	ortholog_one2one
ENSG00000078804	TP53INP2	ENSMMUG00000055449	TP53INP2	ortholog_one2one
ENSG00000166845	C18orf54	ENSMMUG00000010914	C18H18orf54	ortholog_one2one
ENSG00000171456	ASXL1	ENSMMUG00000007117	ASXL1	ortholog_one2one
ENSG00000167393	PPP2R3B	ENSMMUG00000064037		ortholog_one2one
ENSG00000157557	ETS2	ENSMMUG00000009063	ETS2	ortholog_one2one
ENSG00000185960	SHOX	ENSMMUG00000004955	SHOX	ortholog_one2one
ENSG00000102738	MRPS31	ENSMMUG00000001899	MRPS31	ortholog_one2one
ENSG00000273899	NOL12	ENSMMUG00000056629	NOL12	ortholog_one2many
ENSG00000134046	MBD2	ENSMMUG00000003136	MBD2	ortholog_one2one
ENSG00000183943	PRKX	ENSMMUG00000008306	PRKX	ortholog_one2many
ENSG00000183943	PRKX	ENSMMUG00000056331		ortholog_one2many
ENSG00000102802	MEDAG	ENSMMUG00000013346	MEDAG	ortholog_one2one
ENSG00000101846	STS	ENSMMUG00000017378	STS	ortholog_one2one
ENSG00000134871	COL4A2	ENSMMUG00000022282	COL4A2	ortholog_one2one
ENSG00000160305	DIP2A	ENSMMUG00000015797	DIP2A	ortholog_one2one
ENSG00000067900	ROCK1	ENSMMUG00000004656	ROCK1	ortholog_one2one
ENSG00000285404		ENSMMUG00000021727	YWHAH	ortholog_one2many
ENSG00000100242	SUN2	ENSMMUG00000007284	SUN2	ortholog_one2one
ENSG00000177504	VCX2	ENSMMUG00000059835		ortholog_many2many
ENSG00000177504	VCX2	ENSMMUG00000051504		ortholog_many2many
ENSG00000177504	VCX2	ENSMMUG00000058160		ortholog_many2many
ENSG00000006757	PNPLA4	ENSMMUG00000018194	PNPLA4	ortholog_one2one
ENSG00000185291	IL3RA	ENSMMUG00000064092		ortholog_one2many
ENSG00000185291	IL3RA	ENSMMUG00000063497		ortholog_one2many
ENSG00000101384	JAG1	ENSMMUG00000018116	JAG1	ortholog_one2one
ENSG00000177511	ST8SIA3	ENSMMUG00000016110	ST8SIA3	ortholog_one2one
ENSG00000182162	P2RY8	ENSMMUG00000063895	P2RY8	ortholog_one2one
ENSG00000152240	HAUS1	ENSMMUG00000003124	HAUS1	ortholog_one2one
ENSG00000205542	TMSB4X	ENSMMUG00000055280		ortholog_one2many
ENSG00000133121	STARD13	ENSMMUG00000017052	STARD13	ortholog_one2one
ENSG00000169100	SLC25A6	ENSMMUG00000056967	SLC25A6	ortholog_one2one
ENSG00000089057	SLC23A2	ENSMMUG00000020005	SLC23A2	ortholog_one2one
ENSG00000125363	AMELX	ENSMMUG00000008256	AMELX	ortholog_one2one
ENSG00000176641	RNF152	ENSMMUG00000041998	RNF152	ortholog_one2one
ENSG00000166510	CCDC68	ENSMMUG00000021598	CCDC68	ortholog_one2one
ENSG00000196433	ASMT	ENSMMUG00000032601	ASMT	ortholog_one2one
ENSG00000266997		ENSMMUG00000003041	MYO5B	ortholog_one2many
ENSG00000175387	SMAD2	ENSMMUG00000007816	SMAD2	ortholog_one2one
ENSG00000178605	GTPBP6	ENSMMUG00000063577		ortholog_one2one
ENSG00000077942	FBLN1	ENSMMUG00000002424	FBLN1	ortholog_one2one
ENSG00000142173	COL6A2	ENSMMUG00000022317	COL6A2	ortholog_one2one
ENSG00000101435	CST9L	ENSMMUG00000045312	CST9L	ortholog_one2one
ENSG00000184564	SLITRK6	ENSMMUG00000016317	SLITRK6	ortholog_one2one
ENSG00000169059	VCX3A	ENSMMUG00000059835		ortholog_many2many
ENSG00000169059	VCX3A	ENSMMUG00000051504		ortholog_many2many
ENSG00000169059	VCX3A	ENSMMUG00000058160		ortholog_many2many
ENSG00000078814	MYH7B	ENSMMUG00000000227	MYH7B	ortholog_one2one
ENSG00000184226	PCDH9	ENSMMUG00000005620	PCDH9	ortholog_one2one
ENSG00000146950	SHROOM2	ENSMMUG00000006193	SHROOM2	ortholog_one2one
ENSG00000124102	PI3	ENSMMUG00000063099	PI3	ortholog_one2one
ENSG00000011201	ANOS1	ENSMMUG00000018191	ANOS1	ortholog_one2one
ENSG00000041353	RAB27B	ENSMMUG00000040524	RAB27B	ortholog_one2one
ENSG00000124157	SEMG2	ENSMMUG00000017560	SEMG2	ortholog_one2one
ENSG00000160299	PCNT	ENSMMUG00000012914	PCNT	ortholog_one2one
ENSG00000124134	KCNS1	ENSMMUG00000013214	KCNS1	ortholog_one2one
ENSG00000100079	LGALS2	ENSMMUG00000063758		ortholog_one2one
ENSG00000134443	GRP	ENSMMUG00000007584	GRP	ortholog_one2one
ENSG00000100307	CBX7	ENSMMUG00000007845	CBX7	ortholog_one2one
ENSG00000101310	SEC23B	ENSMMUG00000012878	SEC23B	ortholog_one2one
ENSG00000169093	ASMTL	ENSMMUG00000061249		ortholog_one2many
ENSG00000169093	ASMTL	ENSMMUG00000053333		ortholog_one2many
ENSG00000100344	PNPLA3	ENSMMUG00000016698	PNPLA3	ortholog_one2one
ENSG00000102580	DNAJC3	ENSMMUG00000040500	DNAJC3	ortholog_one2one
ENSG00000205755	CRLF2	ENSMMUG00000051095		ortholog_one2one
ENSG00000189269	DRICH1	ENSMMUG00000031051		ortholog_one2many
ENSG00000189269	DRICH1	ENSMMUG00000056456		ortholog_one2many
ENSG00000283199	C13orf46	ENSMMUG00000054800	C13orf46	ortholog_one2one
ENSG00000157551	KCNJ15	ENSMMUG00000056855	KCNJ15	ortholog_one2one
ENSG00000141655	TNFRSF11A	ENSMMUG00000002210	TNFRSF11A	ortholog_one2one
ENSG00000186976	EFCAB6	ENSMMUG00000005769	EFCAB6	ortholog_one2one
ENSG00000177138	FAM9B	ENSMMUG00000018844	FAM9B	ortholog_one2one
ENSG00000205758	CRYZL1	ENSMMUG00000003703	CRYZL1	ortholog_one2one
ENSG00000181544	FANCB	ENSMMUG00000017839	FANCB	ortholog_one2one
ENSG00000091164	TXNL1	ENSMMUG00000012915	TXNL1	ortholog_one2one
ENSG00000166897	ELFN2	ENSMMUG00000052785	ELFN2	ortholog_one2one
ENSG00000101825	MXRA5	ENSMMUG00000008247		ortholog_one2many
ENSG00000101825	MXRA5	ENSMMUG00000041468		ortholog_one2many
ENSG00000054611	TBC1D22A	ENSMMUG00000003764	TBC1D22A	ortholog_one2one
ENSG00000134030	CTIF	ENSMMUG00000020898	CTIF	ortholog_one2one
ENSG00000004961	HCCS	ENSMMUG00000013993	HCCS	ortholog_one2one
ENSG00000132950	ZMYM5	ENSMMUG00000001920	ZMYM5	ortholog_one2one
ENSG00000146938	NLGN4X	ENSMMUG00000011310		ortholog_many2many
ENSG00000146938	NLGN4X	ENSMMUG00000040210	NLGN4Y	ortholog_many2many
ENSG00000089123	TASP1	ENSMMUG00000006519	TASP1	ortholog_one2one
ENSG00000132958	TPTE2	ENSMMUG00000063061		ortholog_one2many
ENSG00000156239	N6AMT1	ENSMMUG00000061034	N6AMT1	ortholog_one2one
ENSG00000170191	NANP	ENSMMUG00000020858	NANP	ortholog_one2one
ENSG00000132792	CTNNBL1	ENSMMUG00000017224	CTNNBL1	ortholog_one2one
ENSG00000187268	FAM9C	ENSMMUG00000051758	FAM9C	ortholog_one2one
ENSG00000151240	DIP2C	ENSMMUG00000002080	DIP2C	ortholog_one2one
ENSG00000082212	ME2	ENSMMUG00000022001	ME2	ortholog_one2one
ENSG00000175664	TEX26	ENSMMUG00000019461	TEX26	ortholog_one2one
ENSG00000183304	FAM9A	ENSMMUG00000047671	FAM9A	ortholog_one2one
ENSG00000185896	LAMP1	ENSMMUG00000009790	LAMP1	ortholog_one2one
ENSG00000205642	VCX3B	ENSMMUG00000059835		ortholog_many2many
ENSG00000205642	VCX3B	ENSMMUG00000051504		ortholog_many2many
ENSG00000205642	VCX3B	ENSMMUG00000058160		ortholog_many2many
ENSG00000139835	GRTP1	ENSMMUG00000009791	GRTP1	ortholog_one2one
ENSG00000196139	AKR1C3	ENSMMUG00000023282	AKR1C1	ortholog_one2one
ENSG00000102595	UGGT2	ENSMMUG00000005842	UGGT2	ortholog_one2one
ENSG00000180530	NRIP1	ENSMMUG00000058750	NRIP1	ortholog_one2one
ENSG00000159140	SON	ENSMMUG00000005511	SON	ortholog_one2one
ENSG00000101955	SRPX	ENSMMUG00000013135	SRPX	ortholog_one2one
ENSG00000141441	GAREM1	ENSMMUG00000023020	GAREM1	ortholog_one2one
ENSG00000180205	WFDC9	ENSMMUG00000062371	WFDC9	ortholog_one2one
ENSG00000100426	ZBED4	ENSMMUG00000018833	ZBED4	ortholog_one2one
ENSG00000056487	PHF21B	ENSMMUG00000001580	PHF21B	ortholog_one2one
ENSG00000178462	TUBAL3	ENSMMUG00000063588	TUBAL3	ortholog_one2one
ENSG00000149639	SOGA1	ENSMMUG00000005579	SOGA1	ortholog_one2one
ENSG00000182583	VCX	ENSMMUG00000059835		ortholog_many2many
ENSG00000182583	VCX	ENSMMUG00000051504		ortholog_many2many
ENSG00000182583	VCX	ENSMMUG00000058160		ortholog_many2many
ENSG00000141642	ELAC1	ENSMMUG00000003127	ELAC1	ortholog_one2one
ENSG00000107929	LARP4B	ENSMMUG00000005279	LARP4B	ortholog_one2one
ENSG00000152229	PSTPIP2	ENSMMUG00000003566	PSTPIP2	ortholog_one2one
ENSG00000044446	PHKA2	ENSMMUG00000020513	PHKA2	ortholog_one2one
ENSG00000041515	MYO16	ENSMMUG00000021231	MYO16	ortholog_one2one
ENSG00000196839	ADA	ENSMMUG00000010603	ADA	ortholog_one2one
ENSG00000205643	CDPF1	ENSMMUG00000060132	CDPF1	ortholog_one2one
ENSG00000126010	GRPR	ENSMMUG00000023688	GRPR	ortholog_one2one
ENSG00000185736	ADARB2	ENSMMUG00000017120	ADARB2	ortholog_one2one
ENSG00000184828	ZBTB7C	ENSMMUG00000015704	ZBTB7C	ortholog_one2one
ENSG00000086717	PPEF1	ENSMMUG00000005066	PPEF1	ortholog_one2one
ENSG00000100373	UPK3A	ENSMMUG00000021900	UPK3A	ortholog_one2one
ENSG00000165568	AKR1E2	ENSMMUG00000002473	AKR1E2	ortholog_one2one
ENSG00000101442	ACTR5	ENSMMUG00000003378	ACTR5	ortholog_one2one
ENSG00000100316	RPL3	ENSMMUG00000010029	RPL3	ortholog_one2one
ENSG00000177324	BEND2	ENSMMUG00000019969	BEND2	ortholog_one2one
ENSG00000187498	COL4A1	ENSMMUG00000022280	COL4A1	ortholog_one2one
ENSG00000130150	MOSPD2	ENSMMUG00000017842	MOSPD2	ortholog_one2one
ENSG00000157554	ERG	ENSMMUG00000010296	ERG	ortholog_one2one
ENSG00000177189	RPS6KA3	ENSMMUG00000002134	RPS6KA3	ortholog_one2one
ENSG00000141664	ZCCHC2	ENSMMUG00000004434	ZCCHC2	ortholog_one2one
ENSG00000065675	PRKCQ	ENSMMUG00000020776	PRKCQ	ortholog_one2one
ENSG00000124233	SEMG1	ENSMMUG00000062738		ortholog_one2one
ENSG00000180305	WFDC10A	ENSMMUG00000003803	WFDC10A	ortholog_one2one
ENSG00000100368	CSF2RB	ENSMMUG00000012351	CSF2RB	ortholog_one2one
ENSG00000175121	WFDC5	ENSMMUG00000013216	WFDC5	ortholog_one2one
ENSG00000154736	ADAMTS5	ENSMMUG00000013405	ADAMTS5	ortholog_one2one
ENSG00000182931	WFDC10B	ENSMMUG00000063720	WFDC10B	ortholog_one2one
ENSG00000274276	CBSL	ENSMMUG00000009289		ortholog_one2many
ENSG00000166569	CPLX4	ENSMMUG00000041950	CPLX4	ortholog_one2one
ENSG00000101445	PPP1R16B	ENSMMUG00000043701	PPP1R16B	ortholog_one2one
ENSG00000101782	RIOK3	ENSMMUG00000021478	RIOK3	ortholog_one2one
ENSG00000100253	MIOX	ENSMMUG00000009088	MIOX	ortholog_one2one
ENSG00000139668	WDFY2	ENSMMUG00000009421	WDFY2	ortholog_one2one
ENSG00000149633	KIAA1755	ENSMMUG00000020172	KIAA1755	ortholog_one2one
ENSG00000134463	ECHDC3	ENSMMUG00000061804	ECHDC3	ortholog_one2one
ENSG00000136144	RCBTB1	ENSMMUG00000021029	RCBTB1	ortholog_one2one
ENSG00000147027	TMEM47	ENSMMUG00000056731	TMEM47	ortholog_one2one
ENSG00000141665	FBXO15	ENSMMUG00000023298	FBXO15	ortholog_one2one
ENSG00000107485	GATA3	ENSMMUG00000006944	GATA3	ortholog_one2one
ENSG00000075218	GTSE1	ENSMMUG00000008136	GTSE1	ortholog_one2one
ENSG00000185915	KLHL34	ENSMMUG00000007501	KLHL34	ortholog_one2one
ENSG00000197976	AKAP17A	ENSMMUG00000000885	AKAP17A	ortholog_one2one
ENSG00000130684	ZNF337	ENSMMUG00000020859	ZNF337	ortholog_one2one
ENSG00000185950	IRS2	ENSMMUG00000021790	IRS2	ortholog_one2one
ENSG00000025772	TOMM34	ENSMMUG00000013211	TOMM34	ortholog_one2one
ENSG00000091482	SMPX	ENSMMUG00000057558	SMPX	ortholog_one2one
ENSG00000130177	CDC16	ENSMMUG00000007439	CDC16	ortholog_one2one
ENSG00000151465	CDC123	ENSMMUG00000017145	CDC123	ortholog_one2one
ENSG00000184708	EIF4ENIF1	ENSMMUG00000031035	EIF4ENIF1	ortholog_one2one
ENSG00000141458	NPC1	ENSMMUG00000021484	NPC1	ortholog_one2one
ENSG00000158296	SLC13A3	ENSMMUG00000016924	SLC13A3	ortholog_one2one
ENSG00000273614		ENSMMUG00000034027		ortholog_one2many
ENSG00000149970	CNKSR2	ENSMMUG00000007500	CNKSR2	ortholog_one2one
ENSG00000275631	U1	ENSMMUG00000026747	U1	ortholog_one2many
ENSG00000252199	SNORA70	ENSMMUG00000036561	SNORA70	ortholog_one2many
ENSG00000207476	RNU6-286P	ENSMMUG00000059311	U6	ortholog_many2many
ENSG00000207476	RNU6-286P	ENSMMUG00000055974	U6	ortholog_many2many
ENSG00000207476	RNU6-286P	ENSMMUG00000055824	U6	ortholog_many2many
ENSG00000207476	RNU6-286P	ENSMMUG00000054230	U6	ortholog_many2many
